v3116	vTradingAgents
v3347	vVNC
v3346	vICAIS
v2694	vICPRContests
v2695	vACTSOC
v2696	vICT
v2697	vICWLWorkshops
v2690	vS-CUBEBook
v2691	vICCCN
v2692	vICCD
v2693	vICFP-WGP
v4726	vMetaheuristicsforDynamicOptimization
v2698	vDIPES/BICC
v2699	vIFIPInt.Conf.DigitalForensics
v4727	vAutomatedSchedulingandPlanning
v4724	vHuman-ComputerInteraction:TheAgencyPerspective
v4725	vSoftComputingTechniquesinVisionScience
v6339	vArtificialIntelligenceApplicationsinInformationandCommunicationTechnologies
v6338	vComputationalIntelligenceinDigitalForensics
v6337	vRAISE
v6336	vTwinPeaks
v6335	vCMSBSE@ICSE
v6334	vCESI
v6333	vFOSE
v6332	vQUOVADIS@ICSE
v6331	vPESOS
v6330	vGTSE
v7428	vIJADS
v7429	vIIix
v7424	vDPPI
v7425	vIWSECO@ICSR
v7426	vSpringerHandbookofComputationalIntelligence
v7427	vBrainComp
v7420	vICSLE
v7421	vFHIES
v7422	vWoMO@FOIS
v7423	vDoCoPe@JURIX
v1807	vHeinzNixdorfSymposium
v6593	vICACNI
v6592	vWIOV
v6591	vPIR@SIGIR
v6590	vMedIR@SIGIR
v6597	vINFLOW@SOSP
v6596	vRMC@ICWE
v6595	vMakeLearn@ICEC
v6594	vMODELSWARD(RevisedSelectedPapers)
v6845	vMobiGIS
v6844	vScheme@ICFP
v6599	vSOSPHistoryDay
v6598	vPLOS@SOSP
v6841	vAST@ICSE
v6840	vSESG
v6843	vFHPC@ICFP
v6842	vDIACRON@ESWC
v1970	vICCCI(SCIVolume)
v1971	vAccessNets
v1972	vLerNetALFASummerSchool
v1318	vGCB
v1319	vICAPR
v1973	vKRAMAS
v1648	vNumericalValidationinCurrentHardwareArchitectures
v1649	vAlgorithmEngineering
v1646	vScientificVisualization:AdvancedConcepts
v1647	vSimilarity-BasedClustering
v1312	vDEXAWorkshops
v1645	vCSREAEEE
v1642	vCOSTSchool(Vietri)
v1315	vDSD
v1640	vCOMPSAC
v1641	vCOSTTrainingSchool
v5415	vTuring-
v1782	vLSSC
v1977	vACIIDS()
v1787	vMCBR-CDS
v1786	vMIAR
v5817	vADECS@PetriNets
v5816	vPNSE@PetriNets
v5815	vFMS@PetriNets
v5814	vSCC
v5813	vTHedu
v5812	vNewTrendsinIntelligentInformationandDatabaseSystems
v5811	vTFPIE
v5810	vServiceOrientationinHolonicandMulti-agentManufacturing
v5069	vACII
v5819	vACMTrans.Asian&Low-ResourceLang.Inf.Process.
v5818	vICCAIS
v1035	vACML
v1034	vCHIMIT
v1789	vMLMI
v5065	vQUDOS@SIGSOFTFSE
v5062	vIETWirelessSensorSystems
v5063	vCTSE@SIGSOFTFSE
v1033	vICIDS
v5061	vSPLASH/OOPSLACompanion
v3644	vICCA
v3645	vPSL
v3646	vISIT
v3647	vCultureandComputing
v3640	vMMCP
v3641	vFederationovertheWeb
v3642	vCOMPSACWorkshops
v3643	vEuroPLoP
v3648	vISAIM
v3649	vEESSMod
v5765	vInformationSystemsOutsourcing
v5764	vCRYPTO()
v5767	vFCAAI@IJCAI
v5766	vSNPD(revisedselectedpapers)
v5761	vHuman-CenteredSocialMediaAnalytics
v5760	vCSDMAsia
v5763	vICAR
v5762	vGSR
v5769	vVerification,Induction,TerminationAnalysis
v5768	vTextandLanguage
v1868	vWFLP
v1869	vSOAR
v1862	vWADT
v1863	vWAIM
v1860	vUTP
v1861	vVMV
v1866	vWBIR
v1867	vWEBIST(SelectedPapers)
v1864	vWAOA
v1865	vWAPCV
v4142	vBHI
v4143	vSCOR
v4140	vSTIA
v4141	vAE-CAI
v4146	vMensch&ComputerWorkshopband
v4147	vAsiaSim()
v4144	vISoLA()
v4145	vICCSAWorkshops
v4148	vESSLLI
v4149	vICCI*CC
v3420	vIEEECommunicationsLetters
v3421	vElectr.J.Comb.
v3422	vJMPT
v3423	vJ.Solid-StateCircuits
v3424	vIEEETrans.Automat.Contr.
v3425	vT.AffectiveComputing
v3426	ve-Informatica
v3427	vEmbeddedSystemsLetters
v3428	vJ.Comput.Science
v3429	vIEEEInstrum.Meas.Mag.
v568	vComputationalComplexity
v4483	vIJCIP
v566	vBioinformatics
v2597	vIJKDB
v2596	vIJITPM
v2595	vIJISSC
v2594	vIJHCR
v2593	vIJHCITP
v2592	vIJBIR
v2591	vIJDST
v2590	vWileyInterdisc.Rew.:DataMiningandKnowledgeDiscovery
v2599	vIJSDS
v2598	vIJORIS
v4481	vKRHC/ProHealth
v259	vACMJournalofEducationalResourcesinComputing
v258	vJ.DatabaseManag.
v253	vJ.Comb.Optim.
v252	vJournalofComputationalNeuroscience
v251	vJournalofComputationalChemistry
v250	vJournalofComputer-AidedMolecularDesign
v257	vJ.Comb.Theory,Ser.B
v256	vJ.Comb.Theory,Ser.A
v255	vJ.Comput.Syst.Sci.
v254	vJournalofCircuits,Systems,andComputers
v1276	vTheGeometryofWalkerManifolds
v4480	vWirelessPersonalCommunications
v2773	vTAPAS
v2772	vBWCCA
v2771	vCCE
v2770	vNaBIC
v2777	vEGVE/EuroVR/VEC
v2776	vVRIPHYS
v2775	vVCBM
v2774	vIJCBS
v2779	vNPH
v2778	vEGVE/ICAT/EuroVR
v6915	vICVES
v4487	vHAPTICS
v4486	vIEEEJ.BiomedicalandHealthInformatics
v4485	vCCCV
v5202	vSIGGRAPHASIAIndoorSceneUnderstandingWhereGraphicsMeetsVision
v5203	vCIST
v5200	vIPSJT.onSystemLSIDesignMethodology
v5201	vConferenceonDesigningInteractiveSystems(CompanionVolume)
v4484	vPERSUASIVE(AdjunctProceedings)
v1255	vTheMemorySystem:YouCan'tAvoidIt,YouCan'tIgnoreIt,YouCan'tFakeIt
v1254	vIntroductiontoSemi-SupervisedLearning
v1257	vHypermediaGenes:AnEvolutionaryPerspectiveonConcepts,Models,andArchitectures
v1256	vPracticalGlobalIlluminationwithIrradianceCaching
v6100	vSMARTCOMP
v6101	vCORIA-CIFED
v6450	vEMAS
v6103	vBridging@CADE
v6456	vANB
v6105	vMoDELS()
v6106	vEduSym
v6107	vWICED
v6108	vCITA
v6109	vENC
v6458	vAdvancesinIntelligentModellingandSimulation
v6459	vRecentDevelopmentsinComputationalCollectiveIntelligence
v1453	vCSCW
v1452	vBIOSIG
v1451	vASM
v1450	vSIBGRAPI
v1457	vFoIKS
v1456	vFOCS
v5158	vVisualizationandProcessingofTensorsandHigherOrderDescriptorsforMulti-ValuedData
v1454	vEDOC
v1105	vInternationalJournalofSoftwareEngineeringandKnowledgeEngineering
v1104	vI.J.RoboticRes.
v1459	vICC
v1106	vIJWIS
v5152	vSpringerHandbookofGeographicInformation
v1100	vInternationalJournalofComputerVision
v1103	vIJMSO
v5151	vAutonomicComputingandNetworking
v419	vACISP
v418	vAAIM
v415	vFuzzySystemsinBioinformaticsandComputationalBiology
v417	vAAECC
v416	vACMSoutheastRegionalConference
v411	vPatternRecognitionusingNeuralandFunctionalNetworks
v410	vBio-inspiredAlgorithmsfortheVehicleRoutingProblem
v413	vSemanticDigitalLibraries
v412	vSocialSemanticWeb
v5378	vICTCC
v5379	vMMAR
v5372	vMoDELS@Run.time
v5373	vHuFaMo@MoDELS
v5370	vAMT@MoDELS
v5371	vP&D@MoDELS
v5376	vMOTPW@MODELS
v5377	vModComp@MoDELS
v5374	vOCL@MoDELS
v5375	vCloudMDE@MoDELS
v730	vDMIN
v731	vDNA
v732	vACMSymposiumonDocumentEngineering
v733	vDOLAP
v734	vDigitalRightsManagementWorkshop
v735	vDSOM
v736	vECOOP
v737	vEC-TEL
v738	vEC-Web
v739	vEdutainment
v4689	vGAS@ICSE
v4688	vWETSoM
v4681	vSESS@ICSE
v4680	vPESOS@ICSE
v4683	vTELERISE@ICSE
v4682	vMiSE@ICSE
v4685	vRCoSE@ICSE
v4684	vUSER@ICSE
v4687	vSBST@ICSE
v4686	vPLEASE@ICSE
v5484	vLaTiCE
v5485	vWiVeC
v5486	vMiSE
v5487	vRET@ICSE
v5480	vDeMobile@SIGSOFTFSE
v5481	vInnoSWDev@SIGSOFTFSE
v5482	vAOAsia@SIGSOFTFSE
v5483	vSOFSEM(StudentResearchForumPapers/Posters)
v2449	vPAAMS(SpecialSessionsandWorkshops)
v5488	vLIVE@ICSE
v5489	vSAM@ICSE
v2996	vAdv.InternetofThings
v4357	vApproachestoLegalRationality
v4424	vWSKS
v4427	vEDOCWorkshops
v4354	vSpecialSciencesandtheUnityofScience
v4421	vmLearn
v4420	vSMPS
v4423	vDDFP
v4422	vWIFS
v4429	ve-Science
v4428	vICCASA
v4359	vMicrocontrollerProgrammingandInterfacingTexasInstrumentsMSP,PartII
v4358	vGames:UnifyingLogic,Language,andPhilosophy
v2447	vWICON
v2998	vWirelessSensorNetwork
v78	vPAKDD
v79	vPAM
v2904	vEURASIPJ.Audio,SpeechandMusicProcessing
v2906	vEURASIPJ.BioinformaticsandSystemsBiology
v2907	vInt.J.Math.MathematicalSciences
v2900	vEURASIPJ.Emb.Sys.
v2901	vJAMIA
v2902	vEURASIPJ.WirelessComm.andNetworking
v2903	vEvolutionaryIntelligence
v2908	vAdv.ArtificialIntellegence
v2909	vAdv.Bioinformatics
v3367	vDEIS
v3366	vAFL
v3365	vKSE
v3364	vICDMA
v3363	vRAM
v3362	vMTV
v3361	vSIGAda
v3360	vNCMA
v3369	vSSBSE
v3368	vDCFS
v7198	vTransformingTechnologiestoManageOurInformation:TheFutureofPersonalInformationManagement,Part
v7199	vTranslatingEuclid:DesigningaHuman-CenteredMathematics
v7194	vBenchmarkingPeer-to-PeerSystems
v7195	vCICA
v7196	vONS
v7197	vNIK
v7190	vAusDM
v7191	vIJSDA
v7192	vFPS@ETAPS
v7193	vAssurancesforSelf-AdaptiveSystems
v7448	vMMVE@MMSys
v7449	vCASFE
v7442	vNetCoM
v7443	vICAA
v7440	vFICTA
v7441	vSystems
v7446	vICEAC
v7447	vSOCC
v7444	vINSCI
v7445	vOGRS
v2016	vDBKDA
v2017	vAPWCS
v2014	vLREC
v2015	vSemanticProcessingofLegalTexts
v2012	vIEEEIA
v2013	vTheDARPAUrbanChallenge
v2010	vIITSI
v2011	vIESA
v2018	vIRFC
v2019	vSeCOWorkshop
v6869	vPoiesis&Praxis
v6868	vJ.SoftwareEng.R&D
v6863	vESWCDevelopersWorkshop
v6862	vSSA-SMILE@ESWC
v6861	vLDQ@ESWC
v6860	vSWSHD@ESWC
v6867	vIEEETrans.AffectiveComputing
v6866	vSumPre-HSWI@ESWC
v6865	vNoISE@ESWC
v6864	vDeRiVE@ESWC
v1664	vKHelP
v1665	vECMFA
v1666	vECOOPWorkshops
v1667	vWEWST
v1660	vDNIS
v1661	vDSN
v1662	vEmpiricalMethodsinNaturalLanguageGeneration
v1663	vECAI
v1668	vECRTS
v1669	vEDBT/ICDTWorkshops
v6715	vCAC
v4555	vIEEETrans.GeoscienceandRemoteSensing
v6717	vECSI
v6716	vEuroHCIR
v6711	vCIFEr
v6710	vGPTP
v6713	vALIA
v4554	vHotTopiCS
v6719	vSIGGRAPHASIACreativeShapeModelingandDesign
v4557	vGRADES@SIGMOD/PODS
v2661	vAWIC
v4556	vJ.GraphicsTools
v2192	vIntelligentMultimediaCommunication
v4551	vMODELSWARD
v2663	vBTWWorkshops
v4550	vSoftwaretechnik-Trends
v1592	vAMDO
v1593	vAdaptiveMultimediaRetrieval
v1590	vAIMSA
v2662	vDB&IS
v1596	vPacificVis
v1597	vAPWeb
v1594	vANTS
v1595	vAOSE
v2197	vAdvancesinMachineLearningI
v1598	vArgMAS
v1599	vASIAN
v2196	vAnalogCircuitsandSystemsOptimizationbasedonEvolutionaryComputationTechniques
v2667	vCASCON
v2666	vPASCO
v3622	vSCCompanion
v3991	vVisualRepresentationsandReasoning
v3992	vAbstraction,Reformulation,andApproximation
v3993	vEnablingIntelligencethroughMiddleware
v3994	vStatisticalRelationalArtificialIntelligence
v3627	vLHD
v3996	vIJCCI(ECTA-FCTA)
v3997	vIJCCI(SelectedPapers)
v3998	vIJCCI(NCTA)
v3999	vICPRAM()
v3628	vKRHC
v3629	vPARA()
v5743	vPNSE+ModBE
v5742	vPNSE+ModPE
v5741	vBioPPN@PetriNets
v5740	vPNSE
v5747	vSIGGRAPHAsiaR&DintheVideoGameIndustry
v1845	vSNPD
v1846	vSpatialCognition
v1847	vSPLC
v1848	vSecurityProtocolsWorkshop
v1849	vSSPR/SPR
v5749	vACSCC
v5748	vWCB@ICLP
v6712	vChinaGrid
v4168	vAEGS
v5163	vPreferenceLearning
v5162	vLogicintheTheoryandPracticeofLawmaking
v4160	vICVGIP
v4161	vCHASE
v4162	vBICS
v4163	vIPTC
v4164	vEGOVIS/EDEM
v5161	vSoftwareAutomaticTuning,FromConceptstoState-of-the-ArtResults
v4166	vCACSD
v4167	vESOCC
v3198	vHPSR
v3199	vROCLING
v5160	vNewDirectionsinthePhilosophyofScience
v3190	vCLOSER
v1440	vIOLTS
v3192	vI-KNOW
v3193	vICSECS()
v3194	vUIST(AdjunctVolume)
v3195	vHLDVT
v3196	vHASE
v3197	vMICAI()
v1442	vWorkshoponMembraneComputing
v1443	vPLAS
v7239	vAgentsandAmbientIntelligence
v7238	vIJSHC
v856	vKDDWorkshoponDataMiningandAudienceIntelligenceforAdvertising
v2579	vIJITN
v2578	vIJMCMC
v2575	vIJSKD
v2574	vIJEA
v2577	vIJMHCI
v2576	vIJNMC
v2571	vIJAPUC
v2570	vIJANTTI
v2573	vIJDSST
v2572	vIJATS
v271	vKnowl.-BasedSyst.
v270	vKnowl.Inf.Syst.
v273	vMathematicalStructuresinComputerScience
v272	vMath.Program.
v275	vIEEENetwork
v274	vMach.Vis.Appl.
v277	vNeuralNetworks
v276	vNetworks
v279	vIJPEDS
v278	vOper.Res.Lett.
v7235	vPAHI
v7234	vJISIC
v2719	vRTSS
v2718	vRobuCup
v1591	vAISC/MKM/Calculemus
v4950	vSelectedTopicsinNonlinearDynamicsandTheoreticalElectricalEngineering
v2711	vLADC
v2710	vLACL
v2713	vMiddleware(Companion)
v2712	vARM
v2715	vNetworking()
v2714	vVehicularAdHocNetworks
v2717	vPSDML
v2716	vPARELEC
v683	vSTC
v4955	vICAART(RevisedSelectedPapers)
v4954	vCEJOR
v686	vCGVR
v4956	vCARE@MICCAI
v7299	vAMI
v7298	vMobiMWareHN@MobiHoc
v7297	vMobidata@MobiHoc
v7296	vHOTPOST@MobiHoc
v7295	vPATCH@IUI
v7294	vAVR
v7293	vEGES/GISP
v7292	vMESAS
v7291	vAdv.Model.andSimul.inEng.Sciences
v7290	vFOSD@GPCE
v6478	vCCGrid
v6479	vIJICS
v6470	vBisociativeKnowledgeDiscovery
v6471	vSLAML
v6472	veLEOT
v6473	vAAFD
v6474	vSmartGridSec
v6475	vSBRC
v6476	vRAMiCS
v6477	vTePRA
v1439	vINFORSID
v1438	vICPPWorkshops
v1129	vMultimediaSyst.
v1128	vMobileInformationSystems
v1431	vWHC
v1430	vFSTTCS
v1433	vICAC
v1432	vIADISAC()
v1435	vICICS
v1434	vICDMWorkshops
v1437	vICPP
v1124	vInt.J.onDigitalLibraries
v479	vIEA/AIE
v478	vICWE
v473	vICML
v472	vICLP
v471	vICIAR
v470	vICCBR
v477	vICSE
v476	vICSECompanion
v475	vICS
v474	vICOST
v718	vDASFAAWorkshops
v719	vDATE
v716	vDynD
v717	vDaMoN
v714	vDAC
v715	vDAGM-Symposium
v712	vESA
v713	vSecurityandManagement
v710	vCSR
v711	vCSREAEE
v5174	vInternationalSemanticWebConference(IndustryTrack)
v5175	vTC/SSN@ISWC
v5176	vMoDeST@ISWC
v5177	vIESD@ISWC
v5170	vUSENIXAnnualTechnicalConference
v5171	vSSN-TC/OrdRing@ISWC
v5172	vIWEST@ISWC
v5173	vDC@ISWC
v5178	vVOILA@ISWC
v5179	vDiversity++@ISWC
v5350	vInformationPolity
v5351	vClickModelsforWebSearch
v5352	vDecidabilityofParameterizedVerification
v5353	vLibraryLinkedDataintheCloud:OCLC'sExperimentswithNewModelsofResourceDescription
v5354	vMiningLatentEntityStructures
v5355	vNaturalLanguageProcessingforSocialMedia
v5356	vAPrimeronPhysical-LayerNetworkCoding
v5357	vNumericalMethodsforLinearComplementarityProblemsinPhysics-BasedAnimation
v5358	vSocialInformaticsEvolving
v5359	vInformationCommunication
v4403	vWorldDigitalLibraries
v4402	vAlgorithmicFinance
v4401	vSpaceCommunications
v4400	vRiskandDecisionAnalysis
v4407	vOttoNeurathandtheUnityofScience
v4406	vTheGoldenAgeofPolishPhilosophy
v4405	vPeriodicaMathematicaHungarica
v4404	vIJMNO
v4409	vFrontiersofIntelligentAutonomousSystems
v4408	vVagueness:AGuide
v3256	vSERENE
v3527	vFutureApplicationandMiddlewareTechnologyone-Science
v2962	vIJACDT
v2963	vAdv.FuzzySystems
v2960	vIEEETransactionsonNetworkandServiceManagement
v2961	vACMTrans.ManagementInf.Syst.
v2966	vJ.CommunityInformatics
v2967	vNeuroinformatics
v2964	vJournalComp.Netw.andCommunic.
v2965	vSIAMJ.FinancialMath.
v3253	vGlobalScourcingWorkshop
v2968	vDiscussionesMathematicaeGraphTheory
v2969	vIJVCSN
v3990	vCollaboratively-BuiltKnowledgeSourcesandAI
v3251	vICT-GLOW
v3522	vMiningTextData
v3620	vSGDA
v3621	vICARA
v3389	vICCABS
v3388	vECSCW
v3626	vLDH
v3387	vSOCO
v3386	vEC-TELDoctoralConsortium
v3381	vITS
v3380	vCENTERIS()
v3383	vNGCA
v3995	vMetacognitionforRobustSocialSystems
v3624	vTRECVID
v3625	vISSA
v2386	vIJDMMM
v1840	vSIGMETRICS
v2384	vJ.DigitalForensicPractice
v2385	vInt.J.ComputerIntegratedManufacturing
v2382	vInt.J.SemanticComputing
v2383	vIEEETransactionsonInformationForensicsandSecurity
v2380	vIJITSA
v1841	vSIROCCO
v1842	vSITIS
v2388	vLPAR(Dakar)
v2389	vInt.Conf.onMembraneComputing
v1843	vSMC
v1844	vShapeModelingInternational
v3467	vSearchUserInterfaceDesign
v5746	vCOP@ECOOP
v5745	vICSEng
v5744	vSoCPaR
v2038	ve-Energy
v2039	vC&T
v2034	vImageProcessing:AlgorithmsandSystems
v2035	vVisualInformationProcessing
v2036	vITP
v2037	ve-Engery
v2030	vICUMT
v2031	vRED
v2032	vINTRUST
v2033	vVDA
v7604	vMultithreadingArchitecture
v7605	vCapstoneDesignCourses,PartII:PreparingBiomedicalEngineersfortheRealWorld
v7606	vMedicalEquipmentMaintenance:ManagementandOversight
v7607	vIncentive-CentricSemanticWebApplicationEngineering
v7600	vAnIntroductiontoKalmanFilteringwithMATLABExamples
v7601	vSurfaceComputingandCollaborativeAnalysisWork
v7602	vMeta-SmithChartsandTheirPotentialApplications
v7603	vDataProcessingonFPGAs
v7608	vIntertwingled-TheWorkandInfluenceofTedNelson
v7609	vSugarLoafPLoP
v6801	vIntelligentMethodsforCyberWarfare
v6800	vGrowingAdaptiveMachines
v6803	vHotPar
v6802	vhaosModelingandControlSystemsDesign
v6805	vTVX
v6804	vMMA@SenSys
v6807	vTOPC
v6806	vTTCS
v6809	vInductiveLogic
v6808	vInt.J.SeriousGames
v1602	vCOIN@AAMAS&AAAI
v1603	vAAMAS-OAMAS
v1600	vABZ
v1601	vAMEC/TADA
v1606	vInformatikinRechtundVerwaltung
v1607	vAlgorithmsandApplications
v1604	vCOIN@AAMAS&IJCAI&MALLOW
v1605	vAVI
v1608	vEssaysinMemoryofAmirPnueli
v1609	vFieldsofLogicandComputation
v7460	vTheShortestPathProblem
v7461	vTJJCCGG
v7462	vFMMB
v7463	vMACIS
v7464	vComputerAlgebraandPolynomials
v7465	vSOFL
v7466	vFPFIRE/EULER
v7467	vSDA@TPDL
v7468	vCIComms
v7469	vModel-BasedDesignofTrustworthyHealthInformationSystems
v6733	vSEMANTICS
v6732	vTaPP
v6731	vTAPP
v6730	vXXXXXXXXXXX
v6737	vEncyclopediaofRemoteSensing
v6736	vSTAFProjectsShowcase
v6735	vLDQqSEMANTiCS
v6734	vLDQ@SEMANTICS
v6739	vSoftwareServiceEngineering
v6738	vEAIEndorsedTrans.FutureIntellig.Educat.Env.
v4169	vISSPA
v4165	vWRLA
v3608	vSoftComputinginXMLDataManagement
v3609	vPreferencesandDecisions
v3978	vWOSOCER
v3600	vEvaluatingUserExperienceinGames
v3601	vResearchingLearninginVirtualWorlds
v3602	vSecurityandDependabilityforAmbientIntelligence
v3975	vWAIMWorkshops
v3604	vMovingTargetDefense
v3605	vCyberSituationalAwareness
v3606	vProductionEngineeringandManagementunderFuzziness
v3971	vITCS
v5729	vOntology,Epistemology,andTeleologyforModelingandSimulation
v5728	vMultiagentSystemsandApplications-Volume
v5721	vWLSI
v5720	vESSA
v5723	vRoughSetsandIntelligentSystems()
v5722	vHandbookonNeuralInformationProcessing
v5725	vTimeSeriesAnalysis,ModelingandApplications
v5724	vHandbookofOptimization
v5727	vComputationalModelsofComplexSystems
v5726	vAdvancedQueryProcessing()
v3191	vRFID-TA
v3617	vCombiningExperimentationandTheory
v7177	vPSPL@LICS
v2559	vIJABIM
v2558	vIJEIS
v2553	vIJITWE
v2552	vIJBDCN
v2551	vIJTHI
v2550	vIJVPLE
v2557	vIJEGR
v2556	vIJeC
v2555	vIJEBR
v2554	vIJDET
v299	vIEEETrans.Computers
v298	vTAP
v297	vACMTrans.AsianLang.Inf.Process.
v296	vACMTransactionsonAlgorithms
v295	vTACO
v294	vSoftw.,Pract.Exper.
v293	vSoftwareProcess:ImprovementandPractice
v292	vSoftComput.
v291	vJournalofSoftwareMaintenance
v290	vSimulationModellingPracticeandTheory
v2737	vBIRTE
v2736	vCISS
v2735	vComputationalAesthetics
v2734	vSASOWorkshops
v2733	vICANNGA()
v2732	vGTTSE
v2731	vWWW(CompanionVolume)
v2730	vICPE
v2739	vICSTWorkshops
v2738	vB-Interface
v4543	vDUBMOD@CIKM
v2372	vIJEH
v1892	vKES-AMSTA()
v23	vCPAIOR
v22	vCIDR
v21	vCICLing
v20	vCHIExtendedAbstracts
v27	vDASFAA
v26	vCT-RSA
v25	vCSMR
v24	vCSEE&T
v29	vEACL(Demos)
v28	vEACL
v451	vECSQARU
v906	vSAS
v905	vSAGA
v904	vSAFECOMP
v455	vFIMH
v902	vReasoningWeb
v901	vRuleML
v456	vFMOODS/FORTE
v459	vGECCO
v458	vGECSummit
v909	vSC-MTAGS
v908	vSC
v1894	vISVD
v5112	vAPracticalGuidetoGenderDiversityforComputerScienceFaculty
v1140	vT.Aspect-OrientedSoftwareDevelopment
v1143	vTelecommunicationSystems
v5111	vDouble-GridFinite-DifferenceFrequency-Domain(DG-FDFD)MethodforScatteringfromChiralObjects
v5116	vHardwareMalware
v1144	vInf.Soc.
v5114	vInformationandHumanValues
v1146	vT.RoughSets
v1149	vTheVisualComputer
v1148	vIEEETrans.Vis.Comput.Graph.
v5118	vVisualInformationRetrievalUsingJavaandLIRE
v5119	vDistributedGraphColoring:FundamentalsandRecentDevelopments
v1419	vICECS
v1418	vSSME
v4649	vComputationalLogic
v4648	vLogicfromRusselltoChurch
v4645	vTAC
v4644	vCLBib@ISSI
v4647	vARITH
v4646	vVECoS
v4641	vIEEETrans.Multi-ScaleComputingSystems
v4640	vILP(LateBreakingPapers)
v4643	vISSI
v4642	vSLAM@INTERSPEECH
v4469	vICIST
v4468	vCGC
v4399	vJ.Comput.Meth.inScienceandEngineering
v4398	vJournalofSocialStructure
v4393	vIEEET.VehicularTechnology
v4392	vADBISWorkshops
v4463	vSBCARS
v4390	vSIGSPATIAL/GIS
v4397	vInformation,Knowledge,SystemsManagement
v4396	vLibraryTrends
v4395	vTBC
v4466	vICT-EurAsia
v3019	vQAPL
v3018	vWWV
v3015	vProceedingsoftheIEEE
v3014	vInt.J.DigitalEarth
v3017	vLoCoCo
v3016	vWORDS
v3011	vAmericanJ.ComputationalMathematics
v3010	vQuantumInformation&Computation
v3013	vFormalizedMathematics
v3012	vInt.J.IntelligenceScience
v2948	vJ.CryptographicEngineering
v2949	vJ.ComputationalAppliedMathematics
v2940	vLanguageandLinguisticsCompass
v2941	vIJCAC
v2942	vIJIRR
v2943	vSocialNetw.Analys.Mining
v2944	vMCFNS
v2945	vLogisticsResearch
v2946	vInt.J.SatelliteCommunicationsNetworking
v2947	vInteract.Techn.SmartEdu.
v334	vWirelessCommunicationsandMobileComputing
v335	vJ.WebSem.
v336	vInt.J.CommunicationSystems
v337	vSpeechCommunication
v330	vIEEETransactionsonSystems,Man,andCybernetics,PartA
v331	vJ.Vis.Lang.Comput.
v332	vVLDBJ.
v333	vWirtschaftsinformatik
v338	vJournalofGraphTheory
v339	vAppliedMathematicsandComputation
v4717	vComplexAutomatedNegotiations
v4716	vConstraintProgrammingandDecisionMaking
v4715	vTowardsModernCollaborativeKnowledgeSharingSystems
v4714	vProceedingsofthethACMSIGKDDinternationalconferenceonKnowledgediscoveryanddatamining
v4713	vIEEET.Cybernetics
v4712	vDATeCH
v4711	vBODYNETS
v4710	vMVA
v2058	vVS-GAMES
v2052	vHumanVisionandElectronicImaging
v2050	vIEEEConf.ofIntelligentSystems
v2051	vComputationalImaging
v2056	vNCM
v2057	vCNL
v2054	vDigitalPhotography
v2055	vMVHI
v6283	vSocInf@IJCAI
v6282	vDataCloud@SC
v6281	vGCE@SC
v6280	vHPTCDL@SC
v6287	vCloudNet
v6286	vASEWorkshops
v6285	vISCRAM-med
v6284	vWiNTECH
v6535	vSelf-HealingandSelf-AdaptiveSystems
v6534	vAdaptive,OutputSensitive,OnlineandParameterizedAlgorithms
v6289	vGaM
v6288	vSocialCom
v6531	vModelling,ControllingandReasoningAboutState
v6530	vModelsandAlgorithmsforOptimizationinLogistics
v6533	vCoalgebraicLogics
v6532	vFaultToleranceinHigh-PerformanceComputingandGrids
v6557	vAVEC@ACMMultimedia
v6556	vNHT@HT
v6555	vSIdEWayS@HT
v1628	vInscrypt
v1629	vCLEF
v6554	vHIC@HT
v1621	vCBMS
v1622	vCCCG
v1623	vCCIA
v1624	vCGI
v1625	vCGO
v1626	vCIAC
v1627	vCIBCB
v6223	vBIR@ECIR
v7488	vCODSCompanionVolume
v7489	vPerMin
v7486	vINFORMSTrans.Education
v5408	vSpecification,Algebra,andSoftware
v7484	vRUE@RecSys
v6222	vGamifIR@ECIR
v7482	vDiveRS@RecSys
v7483	vINRA@RecSys
v7480	vLocalRec@RecSys
v7481	vEMPIRE@RecSys
v6759	vAlgorithmsandApplicationsforNextGenerationSATSolvers
v6758	vSoftwareSynthesis
v6751	vServiceLevelAgreementsinGrids
v6750	vGraphSearchEngineering
v6753	vRobustQueryProcessing
v6752	vBandwidthonDemand
v6755	vManagementoftheFutureInternet
v6754	vInteractiveInformationRetrieval
v6757	vBICT
v6756	vFoundationsandTrendsinProgrammingLanguages
v1985	vISCID
v1984	vICCNSM
v5406	vSQAMIA
v3526	vOrganicComputing
v1986	vICASSP
v1981	vBLISS
v1980	vSERVICES
v1026	vWSKS()
v1983	vCSIE
v1795	vModellierung
v5790	vCHIPLAY
v1024	vCSE()
v5050	vSIGGRAPHASIAArtGallery
v1022	vIWCF
v5056	vSIGGRAPHASIAMobileGraphicsandInteractiveApplications
v1088	vComputinginScienceandEngineering
v5055	vSIGGRAPHASIAEmergingTechnologies
v1084	vBMCBioinformatics
v1085	vComputationalLinguistics
v1086	vConnect.Sci.
v1087	vConstraints
v1080	vEICS
v1082	vAdvancesinComputers
v1083	vActaCybern.
v5792	vSemWebEval@ESWC
v5255	vUIC/ATC/ScalCom
v5254	vCyberneticsandHumanKnowing
v5257	vDataExchange,Information,andStreams
v5256	vIFIPAI
v1880	vCRITIS
v5250	vCGW@IJCAI
v1882	vVISAPP()
v5252	vComputerScience(AGH)
