v3116	vTradingAgents
v957	vVRST
v1772	vWebKDD/SNA-KDD
v1773	vPinKDD
v1770	vJSAI-isAIWorkshops
v1771	vJSAI
v1776	vKR
v1777	vLATIN
v1774	vSNAKDD
v1775	vKiVS
v1778	vLCN
v1779	vLCPC
v2752	vQUATIC
v4018	vSIGBEDReview
v3061	vModelingandToolsforNetworkSimulation
v3819	vProof,ComputationandAgency
v4391	vCCA/ISIC
v4285	vLISC
v1518	vIJDAR
v1519	vInternationalJournalofParallelProgramming
v1512	vEducationalTechnology&Society
v1513	vJ.GridComput.
v1510	vElectronicCommerceResearch
v1511	vEnvironmentalModellingandSoftware
v1516	vi-com
v1517	vIEEEMultiMedia
v1514	vJ.Heuristics
v1515	vInt.ArabJ.Inf.Technol.
v3210	vCAiSEWorkshops
v3066	vModernBusinessProcessAutomation
v3818	vSocialMediaToolsandPlatformsinLearningEnvironments
v3067	vComputingwithSpatialTrajectories
v554	vWSOM
v555	vIWCC
v556	vINTENSIVE
v557	vMCSS
v550	vCTW
v551	vGSN
v552	vZEUS
v553	vEATIS
v558	vFMN
v559	vISA
v1178	vKESJournal
v1179	vJournalofDecisionSystems
v3302	vICNSC
v3353	vSWATLS
v1170	vFoundationsandTrendsinWebScience
v1171	vFoundationsandTrendsinComputerGraphicsandVision
v1172	vFoundationsandTrendsinCommunicationsandInformationTheory
v1173	vScienceinChinaSeriesF:InformationSciences
v1174	vJOCCH
v1175	vJIKM
v1176	vAPJOR
v1177	vCryptologia
v1206	vJ.MedicalSystems
v1207	vJ.Classification
v1204	vComputersinIndustry
v1205	vT.GIS
v1202	vAdv.DataAnalysisandClassification
v1203	vT.Mass-DataAnalysisofImagesandSignals
v1200	vAnnualReviewsinControl
v1201	vI.J.MedicalInformatics
v1208	vAlgorithmsforMolecularBiology
v1209	vCognition,Technology&Work
v639	vCreatingBrain-LikeIntelligence
v1197	vSIGSPATIALSpecial
v1194	vEcologicalInformatics
v1195	vInformationSystemsResearch
v1192	vTransportationScience
v1193	vJ.Informetrics
v1190	vJ.GlobalOptimization
v1191	vStatisticalAnalysisandDataMining
v631	vJITE
v630	vAppliedMathematicsandComputerScience
v633	vIntelligentUnmannedSystems
v632	vComputers&Education
v635	vComplexSystemsinKnowledge-basedEnvironments
v634	vNature-InspiredAlgorithmsforOptimisation
v1198	vJIPS
v1199	vI.J.SocialRobotics
v4280	vICITCS
v3665	vAAAISpringSymposium:MultirobotSystemsandPhysicalDataStructures
v1431	vWHC
v3660	vAAAISpringSymposium:It'sAllintheTiming
v1430	vFSTTCS
v1433	vICAC
v4283	vCOLD
v3738	vIEEESignalProcess.Mag.
v3739	vD-LibMagazine
v1432	vIADISAC()
v3730	vRel.Eng.&Sys.Safety
v1435	vICICS
v3732	vDatenschutzundDatensicherheit
v3733	vSIGPLANNotices
v3734	vIJWS
v3735	vIJCSE
v3736	vIJSCCPS
v1434	vICDMWorkshops
v125	vWISEC
v124	vACHI
v127	vHEALTHINF
v126	vBIOSIGNALS
v121	vWSDM(LateBreaking-Results)
v120	vAIRWeb
v123	vBPSC
v122	vWSDM
v1996	vEUROSEC
v1997	vSBP
v1994	vIUCS
v1436	vICNP
v129	vICUIMC
v128	vBIODEVICES
v1990	vSNA
v1991	vHPCA(China)
v3932	vACAI
v3933	vISORCWorkshops
v3930	vAPWebWorkshops
v3931	vINFOCOMWorkshops
v3936	vROBIO
v3937	vWOOT
v3934	vEOOLT
v115	vARC
v3938	vSCAI
v3939	vAFRICOMM
v3024	vRefine
v3025	vSOS
v3026	vPLACES
v3027	vFLACOS
v3020	vCompMod
v3021	vGandALF
v2519	vGenomics,Proteomics&Bioinformatics
v2518	vAutomaticControlandComputerSciences
v2517	vJDIM
v2516	vJ.ComputinginHigherEducation
v2515	vAlgorithmicOperationsResearch
v2514	vIEEETransactionsonReliability
v2513	vIEEETransactionsonMultimedia
v2512	vSIGMETRICSPerformanceEvaluationReview
v2511	vTheNewReviewofHypermediaandMultimedia
v2510	vNotreDameJournalofFormalLogic
v4058	vEmbeddedSystemsDesignwiththeAtmelAVRMicrocontroller:PartII
v4059	vDevelopingEmbeddedSoftwareusingDaVinci&OMAPTechnology
v4054	vEmbeddedSystemsInterfacingforEngineersusingtheFreescaleHCSMicrocontrollerII:DigitalandAnalogHardwareInterfacing
v4055	vDigitalSystemVerification:ACombinedFormalMethodsandSimulationFramework
v4056	vTheFutureofPersonalInformationManagement,PartI:OurInformation,AlwaysandForever
v113	vICDCN
v4050	vDataProtectionfromInsiderThreats
v4051	vMiningHeterogeneousInformationNetworks:PrinciplesandMethodologies
v4052	vPragmaticElectricalEngineering:SystemsandInstruments
v4053	vArduinoMicrocontrollerProcessingforEveryone!PartI
v4125	vUCNC
v3031	vInt.J.AppliedEarthObservationandGeoinformation
v4126	vECCVWorkshops()
v4450	vFinanceCom
v4451	vCSCWCompanion
v4452	vMMIInteraktiv
v4127	vDatalog
v4454	vICPCA/SWS
v4455	vLCNWorkshops
v4456	vMALWARE
v4457	vReportsonMathematicalLogic
v4458	vNeuralParallel&ScientificComp.
v4459	vMPRSS
v3837	vGeneticandEvolutionaryComputation:MedicalApplications
v4123	vDeLFIWorkshops
v3110	vInteractingwithInformation
v3111	vContext-AwareMobileComputing
v2469	vIMAGAPP/IVAPP
v2468	vWirelessDays
v3114	vKnowledgeManagement(KM)ProcessesinOrganizations:TheoreticalFoundationsandPractice
v3115	vTheGraphTheoreticalApproachinBrainFunctionalNetworks
v2797	vICGS
v3117	vManagingEventInformation
v2463	vAH
v2462	vISDF
v2461	vUCMedia
v2460	vICSOB
v2467	vIWSDS
v2466	vSocialCom/PASSAT
v2465	vPGCIC
v2464	vAND
v4128	vICICA(LNCS)
v3828	vComputerAnalysisofHumanBehavior
v4129	vFGIT-DTA
v3594	vComputersintheHumanInteractionLoop
v3595	vMobileTV:CustomizingContentandExperience
v3596	vWholeBodyInteraction
v3597	vMigratoryInteractiveApplicationsforUbiquitousEnvironments
v309	vIEEETransactionsonInformationTheory
v308	vACMTrans.Inf.Syst.Secur.
v2869	vIJSODIT
v2868	vMicromachines
v305	vTelematicsandInformatics
v304	vACMTrans.EmbeddedComput.Syst.
v307	vIEEETransactionsonImageProcessing
v306	vIEEET.FuzzySystems
v301	vIEEE/ACMTrans.Comput.BiologyBioinform.
v300	vIEEETrans.onCADofIntegratedCircuitsandSystems
v303	vIEEETrans.DependableSec.Comput.
v302	vTheor.Comput.Sci.
v2647	vMathematikfürIngenieure
v2646	vPrenticeHallseriesincomputationalmathematics
v2645	vComputersoftwareengineeringseries
v2644	vCommunicationsandcontrolengineeringseries
v2643	vLeitfädenundMonographienderInformatik
v2642	vLeitfädenderangewandtenInformatik
v2641	vSpringerseriesinsymboliccomputation
v2640	vPrenticeHallsoftwareseries
v3178	vCPP
v3831	vTheConnectedHome-TheFutureofDomesticLife
v2649	vPrenticeHallcomputerapplicationsinelectricalengineeringseries
v2648	vDatenverarbeitungspraxis
v2885	vMathematicalandComputerModelling
v2884	vFO&DM
v2887	vComp.-AidedCivilandInfrastruct.Engineering
v2886	vMed.Biol.EngineeringandComputing
v2881	vMedicalImageAnalysis
v2880	vIJNGC
v2883	vIJCNIS
v2882	vCognitiveSystemsResearch
v2939	vIJWNBT
v2889	vNHM
v2888	vIEEEComp.Int.Mag.
v3836	vGuidetoGeometricAlgebrainPractice
v3208	vPST
v3209	vCAiSEForum
v3204	vPACBB
v3205	vCICC
v3206	vCAIP()
v3207	vFPT
v3200	vROCLING(Posters)
v3201	vISESS
v3202	vESSCIRC
v3203	vICCCI()
v2935	vAppliedComp.Int.SoftComputing
v3975	vWAIMWorkshops
v2934	vAdv.OperationsResearch
v2425	vFoSER
v833	vISPD
v832	vISMIS
v831	vISLPED
v830	vISCC
v837	vIV
v836	vISC
v835	vISSTA
v834	vISSAC
v2931	vAdv.Human-ComputerInteraction
v839	vIWCIA
v838	vIVA
v2930	vJ.AppliedMathematics
v1725	vICLP(TechnicalCommunications)
v2089	vCSP
v2088	vComputers&Security
v4103	vDecD
v1724	vICISC
v2085	vComputationalIntelligence
v2084	vComputationalBiologyandChemistry
v2087	vComputerLanguages,Systems&Structures
v2086	vComputersinEntertainment
v2081	vAdvancedRobotics
v1727	vICMLA
v2083	vComputer-AidedDesign
v2082	vBioinformatics[ISMB]
v2243	vOnlineMultiplayerGames
v2242	vPerformanceModeling,LossNetworks,andStatisticalMultiplexing
v2241	vOutoftheComfortZone
v1726	vICME
v2247	vIntroductiontoArabicNaturalLanguageProcessing
v2246	vDataIntegration:TheRelationalLogicApproach
v2245	vAlgorithmsforReinforcementLearning
v2244	vPathProblemsinNetworks
v1721	vICGI
v2249	vRelationalandXMLDataExchange
v2248	vPerformanceModelingofCommunicationNetworkswithMarkovChains
v4067	vVALUETOOLS
v1720	vIGCI
v4381	vAMLTA
v1723	vICIP
v4061	vIEEESymposiumonSecurityandPrivacyWorkshops
v4461	vMDsec
v1722	vICIAR()
v4060	vFutureSecurity
v4274	vVISIGRAPP(SelectedPapers)
v4286	vSATBI+SWIM
v4062	vSSV
v4304	vDUBMMSM
v2836	vISR/ROBOTIK
v4306	vSWAIE
v4275	vJapTAL
v4307	vSoftwareMining
v4069	vAHS
v3010	vQuantumInformation&Computation
v4302	vSHB
v4303	vMIX-HS
v4276	vMDM
v495	vMobiSys
v494	vMobiHoc
v1349	vPRIMA
v1348	vPReMI
v491	vLCTES
v490	vKDD
v493	vMLDM
v492	vMCS
v1343	vOPODIS
v1342	vMobileDataManagement
v1341	vLA-WEB/CLIHC
v1340	vIWPEC
v1347	vPRDC
v1346	vPOLICY
v61	vICFCA
v1344	vPCM
v949	vTPHOLs
v948	vTFM
v943	vSPIRE
v942	vSPAA
v941	vIEEESymposiumonSecurityandPrivacy
v940	vSOSP
v947	vRichardTapiaCelebrationofDiversityinComputingConference
v946	vTABLEAUX
v945	vSWWS
v944	vSSS
v1749	vIndustrialConferenceonDataMining-PosterandIndustryProceedings
v1748	vIntegratedNetworkManagement
v1747	vILP
v1746	viiWAS
v1745	vIICAI
v1744	vDSS
v1743	vPoEM
v1742	vSystemModelingandOptimization
v1741	vDoCEIS
v1740	vCCTA
v3835	vRobustSpeechRecognitionofUncertainorMissingData
v3792	vStudiesInHealthTechnologyAndInformatics
v4467	vCAVE
v3793	vMathematikfürAnwendungen
v4188	vSpringerSeriesonTouchandHapticSystems
v3386	vEC-TELDoctoralConsortium
v4279	vBonnWorkshoponCombinatorialOptimization
v4281	vHP-MOSys
v3795	vT-LabsSeriesinTelecommunicationServices
v3381	vITS
v547	vSOUPS
v546	vAFRICACRYPT
v545	vASMTA
v544	vCSE
v543	vFAW
v542	vCOCOA
v541	vKES-AMSTA
v540	vWoLLIC
v549	vHAIS
v548	vIWOMP
v4422	vWIFS
v3380	vCENTERIS()
v3494	vSpringSim(ANSS)
v1233	vHandbookofAutomation
v1232	vEncyclopediaofDatabaseSystems
v1231	vEncyclopediaofComplexityandSystemsScience
v1230	vIEEET.ServicesComputing
v1237	vAdvancesinMachineLearningII
v1236	vBrain-InspiredInformationTechnology
v1235	vTowardsIntelligentEngineeringandInformationTechnology
v1234	vEncyclopediaofBiometrics
v4465	vArsComb.
v1239	vMulti-ObjectiveSwarmIntelligentSystems
v1238	vBiomedicalDataandApplications
v3499	vSpringSim(CNS)
v4329	vJournalofInformation,LawandTechnology
v3498	vSpringSim(TMS-DEVS)
v3884	vGRAPP/IVAPP
v4341	vData-CentricSystemsandApplications
v2943	vSocialNetw.Analys.Mining
v1527	vIEEEMicro
v1526	vLOGIN
v1525	vJ.UCS
v1524	vJournalofLogic,LanguageandInformation
v1523	vJ.NetworkSyst.Manage.
v1522	vJournalofMathematicalImagingandVision
v1521	vJ.GraphAlgorithmsAppl.
v1520	vInformationSystemsFrontiers
v3881	vEWRL
v1529	vMONET
v1528	vMachineLearning
v4119	vICMLA()
v4118	vICCPS
v3987	vGIS-HPDGIS
v4115	vAmIWorkshops
v4114	vCLEF(OnlineWorkingNotes/Labs/Workshop)
v4117	vSWIM
v4116	vTheoreticalFoundationsofComputerVision
v4111	vAGTIVE
v4110	vDAGM/OAGM-Symposium
v4113	vITHET
v4112	vSAFECOMPWorkshops
v150	vSimuTools
v151	vICAART
v152	vMCETECH
v153	vOR
v154	vAppliedArtificialIntelligence
v155	vAppliedCategoricalStructures
v156	vActaInf.
v157	vAdv.Comput.Math.
v158	vAdHocNetworks
v159	vAnnalesdesTélécommunications
v4343	vTheMorganKaufmannseriesinsystemsonsilicon
v796	vICFP
v797	vICIAP
v794	vICE-B
v795	vICFEM
v792	vICECCS
v793	vICEIS()
v790	vICDCS
v791	vICDCSWorkshops
v2727	vVTS
v798	vICIC()
v799	vICINCO-RA
v3909	vMCDM
v3908	vMultimodalMusicProcessing
v3907	vCrowdSearch
v3906	vECMFA-TW
v3905	vPAAMS(Workshops)
v3904	vAdvancesinSoftComputing
v3903	vICON
v3902	vARSO
v3901	vICORES
v3900	vImViReLL
v2508	vJ.Digit.Inf.
v2509	vMISQuarterly
v3053	vNetworkPerformanceEngineering
v3052	vWikipedia
v3055	vStudiesinFuzzinessandSoftComputing
v3054	vGridandCloudDatabaseManagement
v3057	vSpringerTractsinAdvancedRobotics
v3056	vSchemaMatchingandMapping
v2500	vCL&C
v2501	vSci.Ann.Comp.Sci.
v2502	vDataScienceJournal
v2503	vDiscreteMathematics&TheoreticalComputerScience
v2504	vIntelligenzaArtificiale
v2505	vJ.AIS
v2506	vJ.Computer-MediatedCommunication
v2507	vJ.Math.Model.Algorithms
v3697	vAppliedAdversarialReasoningandRiskModeling
v3696	vAutomatedActionPlanningforAutonomousMobileRobots
v3695	vAnalyzingMicrotext
v3694	vActivityContextRepresentation
v3693	vDRCN
v3692	vI-UxSED
v3691	vSIIS
v3690	vACoTA
v4021	vAtlantisStudiesinComputing
v4020	vCOEResearchMonographSeries
v4023	vMOS-SIAMSeriesonOptimization
v4022	vCambridgeInternationalSeriesOnParallelComputation
v4025	vAddison-WesleyProfessionalComputingSeries
v4024	vAlgorithmsAndComputationInMathematics
v3699	vAIforDataCenterManagementandCloudComputing
v3698	vInteractiveDecisionTheoryandGameTheory
v1835	vSERA(selectedpapers)
v1834	vSERA
v1837	vGreenNetworking
v1836	vSETN
v1831	vSCN
v1830	vDDI
v1833	vSEBD
v1832	vSoftwareEngineering(Workshops)
v1839	vSIGGRAPHEmergingTechnologies
v1838	vApSys
v3243	vDET
v3532	vSupportingRealTimeDecision-Making
v3559	vSynthesisLecturesonDataManagement
v3533	vDataMiningforSocialNetworkData
v2474	vIGARSS
v2475	vCSA
v2476	vITI
v2477	vPropertyTesting
v2470	vIMAGAPP
v2471	vENASE
v2472	vCIDU
v2473	vIGARSS()
v3531	vDecisionSupport-AnExaminationoftheDSSDiscipline
v2478	vISAmI
v2479	vAdvancesinParallelComputing
v3473	vHumanoids
v3248	vEuroSPI
v3471	vCOSTConference
v3470	vDASC
v3477	vTOSCA
v3476	vID
v3475	vAINTEC
v3249	vICTSS
v3971	vITCS
v3479	vLARC
v3478	vISWCS
v4339	vAlgorithmsAndCombinatorics
v4338	vAdvancedInformationAndKnowledgeProcessing
v3370	vDIMPVT
v3619	vISCAWorkshops
v378	vQualityandReliabilityEng.Int.
v379	vComputerScienceReview
v3875	vICFCE
v3874	vSIGSAND
v3873	vPOST
v3538	vComputationalOptimizationandApplicationsinEngineeringandIndustry
v3871	vMobiQuitous
v3870	vICISTM
v370	vAutomatica
v371	vMultiagentandGridSystems
v372	vJCP
v373	vJSW
v374	vJCM
v375	vJournalofMultimedia
v376	vJTAER
v377	vFrontiersofComputerScienceinChina
v2650	vTübingerStudientexteInformatikundGesellschaft
v2651	vRAMICS
v2652	vFAW-AAIM
v2653	vACL(StudentSession)
v2654	vACL(TutorialAbstracts)
v2655	vAutomatedDeductioninGeometry
v2656	vAMAST
v2657	vAOSD(Companion)
v2658	vARCSWorkshops
v2659	vASYNC
v3535	vNGMAST
v4349	vLogic,Epistemology,AndTheUnityOfScience
v3960	vMSEPT
v2896	vComp.Med.Imag.andGraph.
v2897	vJ.Org.ComputingandE.Commerce
v2894	vAdv.inMM
v2895	vInformationandOrganization
v2892	vComputersinHumanBehavior
v2893	vComp.Int.andNeurosc.
v2890	vSymmetry
v2891	vSig.Proc.:ImageComm.
v3962	vSTACOM
v2898	vJ.StrategicInf.Sys.
v2899	vEURASIPJ.Adv.Sig.Proc.
v3279	viStar
v3278	vPIA
v4270	vWRAS
v3271	vWISEWorkshops
v3270	vCASE
v3273	vCEE-SET
v3272	vNETWORKINGWorkshops
v3275	vICDKE
v3274	vICAL
v3277	vICER
v3276	vIFIPTM
v204	vEmpiricalSoftwareEngineering
v205	vEng.Comput.(Lond.)
v206	vIEEEIntelligentSystems
v207	vFormalAsp.Comput.
v200	vIEEEDesign&TestofComputers
v201	vEur.J.Comb.
v202	vElectronicMarkets
v203	vElectr.NotesTheor.Comput.Sci.
v4267	vEAIN
v1662	vEmpiricalMethodsinNaturalLanguageGeneration
v208	vFutureGenerationComp.Syst.
v209	vFormalMethodsinSystemDesign
v808	vICTAC
v809	vICVS
v806	vICSOFT()
v807	vICSR
v804	vICSM
v805	vICSOC/ServiceWave
v802	vICISS
v803	vICMI
v800	vICINCO-SPSMC
v801	vICINCO-ICSO
v4011	vWS-FMDS
v2098	vInt.J.Hum.Comput.Interaction
v2099	vInt.JournalofNetworkManagement
v2096	vIJBIDM
v2097	vInt.J.Comput.Proc.OrientalLang.
v2094	vFirstMonday
v2095	vInternationalJournalofGeographicalInformationScience
v2092	vElectronicCommerceResearchandApplications
v2093	vEMISAForum
v2090	vACMCrossroads
v2091	vDatenbank-Spektrum
v3305	vRANLP
v2834	vSOCS
v3307	vMDA
v3306	vITAT
v2258	vDababaseReplication
v2259	vCollaborativeWebSearch:Who,What,Where,When,andWhy
v3303	vIUKM
v2835	vCMC
v2254	vOFDMSystemsforWirelessCommunications
v2255	vSparseAdaptiveFiltersforEchoCancellation
v2256	vBroadbandQuantumCryptography
v2257	vDataStreamManagement
v2250	vComputerArchitecturePerformanceEvaluationMethods
v2251	vSchedulingandCongestionControlforWirelessandProcessingNetworks
v2252	vMulti-PitchEstimation
v2253	vUser-CenteredDataManagement
v1376	vMUE
v2837	vDICTAP()
v4265	vSeCOBook
v1377	vAsiaInternationalConferenceonModellingandSimulation
v2830	vUKSIM
v1374	vBSN
v2831	vLinguisticAnnotationWorkshop
v1375	vICANNGA
v2832	vGraph-basedMethodsforNaturalLanguageProcessing
v1372	vICSEA
v2833	vEUROCON
v1373	vICNS
v4013	vACCAT
v4264	vCUBE
v3758	vProductionEngineering
v1370	vWINE
v4158	vSeGAH
v1371	vWISA
v2838	vBioinformatics[ISMB/ECCB]
v1736	vICSOCWorkshops
v2839	vTERMGRAPH
v4263	vRO-MAN
v3759	vWRS
v4271	vGENSiPS
v976	vHAID
v977	vTOOLS()
v974	vWASA
v975	vPRIB
v78	vPAKDD
v79	vPAM
v970	vBSB
v971	vXsym
v74	vMMS
v75	vNetworking
v76	vTMA
v77	vPADL
v70	vIUI
v71	vLFCS
v72	vLoCA
v73	vMMM
v482	vISCA
v951	vTSD
v4026	vChapmanandHall/CRCmachinelearningandpatternrecognitionseries
v2334	vTheSmartInternet
v480	vICDM
v1758	vIRCDL
v1759	vIRI
v481	vINTETAIN
v1750	vIndustrialConferenceonDataMining-Workshops
v486	vIWANN()
v1752	vINFOCOM
v1753	vIPCO
v1754	vIPMU
v1755	vIPMU()
v1756	vIPSN
v487	vIWINAC()
v484	vISPASS
v4008	vNewMedia&Society
v4331	vAxioms
v485	vITEE
v4068	vWebSci
v4210	vUCAmI
v4260	vDB&IS(LocalProceedings)
v572	vYR-SOC
v573	vIEEEDataEng.Bull.
v570	vComputing
v571	vIEEECommunicationsSurveysandTutorials
v576	vGeoInformatica
v577	vGeneticProgrammingandEvolvableMachines
v574	vEgyptianComputerScienceJournal
v575	vFoundationsofComputationalMathematics
v4464	vEVALITA
v578	vIEICETransactions
v579	vComputerScience-R&D
v2757	vMDA/MTDD
v1354	vSBAC-PAD
v1355	vSBBD
v1356	vINFOS
v1357	vSEFM
v1350	vQSHINE
v1351	vRSFDGrC
v1352	vSADFE
v1353	vSAINT
v2751	vACIIDSPosters
v3917	vMindtrek
v1358	vURSW
v1359	vOM
v1959	vICIG
v1228	vIJHPCA
v1229	vI.J.NetworkSecurity
v1224	vTheElectronicLibrary
v1225	vJ.KnowledgeManagement
v1226	vInternetResearch
v1227	vBioDataMining
v1220	vI.J.FunctionalInformaticsandPersonalisedMedicine
v1221	vIT&People
v1222	vOCLCSystems&Services
v1223	vOnlineInformationReview
v3242	vIMIS
v3762	vMBT
v3753	vIJGUC
v1530	vTheoryComput.Syst.
v1531	vNeuralComputingandApplications
v1532	vOrder
v1533	vPatternAnal.Appl.
v1534	vQueueingSyst.
v1535	vRequir.Eng.
v1536	vReal-TimeSystems
v1537	vStudiaLogica
v1538	vSIAMJ.DiscreteMath.
v1539	vMobileComputingandCommunicationsReview
v4108	vVINCI
v4109	vDAGM/OAGMSymposium
v4106	vSPACE
v4107	vBEWEB
v4104	vHCSE
v4105	vSLATE
v4102	vWI&C
v1757	vICIQ
v4100	vEDC
v4101	vTempWeb
v143	vIS-EUD
v142	vQI
v141	veTELEMED
v140	vISEC
v147	vBICoB
v146	vActesd'IC
v145	vESSoS
v144	vLocWeb
v149	vCIbSE
v148	vSYSTOR
v1671	vEDCC-CARS
v3838	vEnsemblesinMachineLearningApplications
v781	vInternationalConferenceonInternetComputing
v780	vWebIntelligence/IATWorkshops
v783	vIC-AI
v782	vICAPP
v785	vICANN()
v784	vICALT
v787	vICCS
v786	vICARIS
v789	vICDAR
v788	vICCSA()
v4038	vTheoreticalFoundationsforDigitalLibraries:TheS(Societies,Scenarios,Spaces,Structures,Streams)Approach
v1676	vERPhDColloquium
v3918	vCAMP
v3919	vJBI
v4039	vBusinessProcesses:ADatabasePerspective
v1675	vEJC
v3910	vICCSCE
v3911	vCDC-ECE
v3912	vADCONS
v1674	vEGOVIS
v3914	vHCIV
v3915	vJIST
v3916	vEDBT/ICDTWorkshoponLinkedWebDataManagement
v3685	vAdvancesinreal-timesystems
v3042	vJLTR
v3043	vIEEETrans.onCircuitsandSystems
v3040	vJIP
v3041	vJ.ElectricalandComputerEngineering
v3046	vCognitiveProcessing
v3047	vAfricanJ.ofInf.&Commun.Technology
v3044	vKybernetes
v3045	vIJCOPI
v3048	vLLC
v3049	vEncyclopediaofCryptographyandSecurity(ndEd.)
v3680	vTheFutureoftheSocialWeb
v3681	vAMBI-SYS
v3682	vPervasiveHealth
v3683	vConceptualModellingandItsTheoreticalFoundations
v3684	vComputation,PhysicsandBeyond
v1498	vKEOD
v3686	vCryptographyandSecurity
v3687	vCoreGRIDWorkshoponGridMiddleware
v3688	vWONS
v1457	vFoIKS
v4030	vExplorationsinlanguageandspace
v4031	vRoutledgeSeriesinInformationSystems
v4036	vPhilosophyandCognitiveScience
v4037	vStudiesinAppliedPhilosophy,EpistemologyandRationalEthics
v4034	vDiscriminationandPrivacyintheInformationSociety
v1456	vFOCS
v1826	vRoboCup
v1827	vICSAMOS
v1824	vPrivacyinStatisticalDatabases
v1825	vQEST
v1822	vPROMAS
v1823	vPROPOR
v1820	vPPSN()
v1821	vPRICAI
v4273	vSIGRAD
v4284	vWOP
v1828	vSARA
v1829	vSCCC
v4035	vPhilosophyandTheoryofArtificialIntelligence
v4428	vICCASA
v1459	vICC
v2401	vCOLT
v1949	vIWPACBB
v2403	vICFI
v1458	vHIS()
v2405	vUPGRADE-CN
v2404	vSPRINGL
v2407	vICES
v2406	vICCV
v2409	vICPADS
v2408	vICINCO()
v4326	vMonteCarloMeth.andAppl.
v4327	vGroupsComplexityCryptology
v4324	vComputers
v4325	vJ.Cheminformatics
v3468	vAnalysisoftheMPEG-LayerIII(MP)AlgorithmUsingMATLAB
v3469	vSpatialDataManagement
v4320	vInt.J.ofAsianLang.Proc.
v4321	vQFM
v3464	vDatabaseRepairingandConsistentQueryAnswering
v3465	vComputationalAspectsofCooperativeGameTheory
v3466	vFull-Text(Substring)IndexesinExternalMemory
v3467	vSearchUserInterfaceDesign
v3460	vVideoSearchandMining
v3461	vWirelessSensorNetworkTechnologiesfortheInformationExplosionEra
v3462	vTheoryandApplicationsofGaussianQuadratureMethods
v3463	vPhaseChangeMemory:FromDevicestoSystems
v4351	vBetweenLogicandReality
v4333	vBroschürendesInformatik-ForumsStuttgarte.V
v3860	vRIVF
v3861	vSLT
v369	vACMSIGSOFTSoftwareEngineeringNotes
v368	vServiceOrientedComputingandApplications
v3864	vMSPC
v3865	vMMVR
v3866	vEuro-ParWorkshops()
v3867	vBMSD
v363	vEG
v362	vIJWBC
v361	vIJAOSE
v360	vIJWGS
v367	vJNW
v366	vIJSS
v365	vComplexity
v364	vIJSNET
v4350	vParaconsistency:LogicandApplications
v3789	vIJHPSA
v2319	vSOFTVIS
v2318	vSEAL
v2315	vRSCTC
v2314	vACL/AFNLP
v2317	vSBIA
v2316	vSAB
v2311	vTheexpert'svoice
v2310	vvdfLehrbuch
v2313	vPacificSymposiumonBiocomputing
v2312	vACIVS()
v3268	vWPMC
v3269	veScience
v4287	vSPIM
v3262	vPECCS
v3263	vCIG
v3260	vPRET
v3261	vAIS
v3266	vTPDL
v3267	vMobiHealth
v3264	vCLEF(NotebookPapers/Labs/Workshop)
v3265	vODR
v217	vInt.J.Comput.GeometryAppl.
v216	vIJCAT
v215	vInt.J.Approx.Reasoning
v214	vInternationalJournalonArtificialIntelligenceTools
v213	vIJAC
v212	vInf.Comput.
v211	vFundam.Inform.
v210	vFuzzySetsandSystems
v2799	vFoVeOOS
v2798	vKnowledge-DrivenMultimediaInformationExtractionandOntologyEvolution
v219	vInt.J.CooperativeInf.Syst.
v218	vInternationalJournalofComputationalIntelligenceandApplications
v819	vIJCAI
v818	vIICS
v811	vICWN
v810	vICWL
v813	vIDA
v812	vICWS
v815	vIDEAS
v814	vIDEAL
v817	vInformationHiding
v816	vARSPA-WITS
v1585	vADBIS(Workshops)
v3447	vEncyclopediaofParallelComputing
v1584	vACSD
v2229	vIntelligentSystemsforKnowledgeManagement
v2228	vAdvancesinInformationandIntelligentSystems
v3314	vFGIT-GDC/CA
v3315	vFGIT-SIP/MulGraB
v3312	vFGIT-DTA/BSBT
v3313	vFGIT-SecTech
v3310	vFGIT-ASEA
v3311	vFGIT-FGCN
v2221	vIntelligentCollaborativee-LearningSystemsandApplications
v2220	vInnovationsinNeuralInformationParadigmsandApplications
v2223	vApplicationsofSupervisedandUnsupervisedEnsembleMethods
v2222	vEvolutionaryDesignofIntelligentSystemsinModeling,SimulationandControl
v2225	vInnovationsinSwarmIntelligence
v2224	vBio-inspiredHybridIntelligentSystemsforImageAnalysisandPatternRecognition
v2227	vNaturalIntelligenceforScheduling,PlanningandPackingProblems
v2226	vRecentAdvancesinNonlinearDynamicsandSynchronization
v1589	vKCARE
v1588	vYearsGULP
v3547	vComputationalMethodsfortheInnovativeDesignofElectricalDevices
v4387	vSTAST
v2400	vPIKM
v3981	vFOPARA
v3817	vComputers,PrivacyandDataProtection
v2402	vDATESO
v3811	vTextsInComputerScience
v3810	vReportsonCommunicationsandDistributedSystems
v2135	vJCIT
v2134	vEnterpriseIS
v2137	vIEEET.AutomationScienceandEngineering
v2136	vJDCTA
v2131	vIJWIN
v2130	vTheoryofComputing
v2133	vIJDSN
v2132	vBiosystems
v3540	vAdvancesinDistributedAgent-BasedRetrievalTools
v2139	vMarketingScience
v2138	vI.J.LawandInformationTechnology
v2816	vMONAMI
v2817	vFaVE
v2814	ve-Democracy
v961	vWCCE
v960	vWABI
v963	vWebDB
v962	vDISC
v965	vWICSA/ECSA
